account	job	prebill	Site	name	GLCode	AFE	PO	Rep	description	startdate	stopdate	price	rate	
Chesapeake Energy	5001659	No	Billings DR	VSAT Terminal Internet Only	4013050000000		100910-022450	tracyp	Customer owned. 133444	2010-09-29		0.00	
Chesapeake Energy	5001669	No	North Desoto DR	Space Segment 512/128	4013050000000			tracyp		2010-09-21		22.75	Day
Chesapeake Energy	5001669	No	North Desoto DR	VSAT Terminal Internet Only	4013050000000			tracyp	Custome owned modem 133600	2010-09-21		0.00	Day
Chesapeake Energy	5001669	No	North Desoto DR	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2010-09-21		0.00	Day
Chesapeake Energy	5001698	No	Selbyville DR	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-04-19		0.00	
Chesapeake Energy	5001698	No	Selbyville DR	VSAT Terminal Internet Only	4013050000000			tracyp	Customer owned. 135485	2011-04-19		0.00	
Chesapeake Energy	5001698	No	Selbyville DR	Space Segment 512/256	4013050000000			tracyp	25.00/ day after 5 days	2011-04-19		99.00	Month
Chesapeake Energy	5001699	No	Miller DR	VSAT Terminal Internet Only	4013050000000		110125-030656	tracyp	customer owned. 135243	2011-01-25		0.00	
Chesapeake Energy	5001699	No	Miller DR	Phone Number, Houston	4045050000050		110125-030656	tracyp	8324614645	2011-02-16		55.00	Month
Chesapeake Energy	5001699	No	Miller DR	Space Segment 256/256	4013050000000		110125-030656	tracyp		2011-02-16		488.00	Month
Chesapeake Energy	5001699	No	Miller DR	VSAT Dish, 1.2M Fixed	4043050000000		110125-030656	tracyp		2011-01-25		0.00	
Chesapeake Energy	5001700	No	Pleasantes DR	VSAT Terminal Internet Only	4013050000000		110125-030657	tracyp	customer owned 135569	2010-12-15		0.00	
Chesapeake Energy	5001700	No	Pleasantes DR	Phone Number, Houston	4045050000050		110125-030657	tracyp	8324614644	2011-02-16		55.00	Month
Chesapeake Energy	5001700	No	Pleasantes DR	Space Segment 256/256	4013050000000		110125-030657	tracyp		2011-02-16		488.00	Month
Chesapeake Energy	5001700	No	Pleasantes DR	VSAT Dish, 1.2M Fixed	4043050000000		110125-030657	tracyp		2010-12-15		0.00	
Chesapeake Energy	5001772	No	Los Hermanos Compressor	Space Segment 512/512	4013050000000		101214-028761	tracyp		2010-11-22		1150.00	Month
Chesapeake Energy	5001772	No	Los Hermanos Compressor	VSAT Dish, .96M Auto-Acquire	4043050000000		101214-028761	tracyp		2010-11-22		0.00	Day
Chesapeake Energy	5001772	No	Los Hermanos Compressor	VSAT Terminal Standard	4013050000000		101214-028761	tracyp	101250	2010-11-22		0.00	Day
Chesapeake Energy	5001813	No	Hicks	Space Segment 512/256	4013050000000		101209-028512	tracyp		2011-04-04		11.00	Day
Chesapeake Energy	5001813	No	Hicks	VSAT Dish, 1.2M Fixed	4043050000000		101209-028512	tracyp		2011-03-08		0.00	
Chesapeake Energy	5001813	No	Hicks	VSAT Terminal Internet Only	4013050000000		101209-028512	tracyp	customer owned 134871	2011-03-08		0.00	
Chesapeake Energy	5001814	No	Robinson	VSAT Terminal Internet Only	4013050000000		101209-028512	tracyp	customer owned	2011-03-09		0.00	
Chesapeake Energy	5001814	No	Robinson	Space Segment 512/256	4013050000000		101209-028512	tracyp		2011-04-04		11.00	Day
Chesapeake Energy	5001814	No	Robinson	VSAT Dish, 1.2M Fixed	4043050000000		101209-028512	tracyp		2011-03-09		0.00	
Chesapeake Energy	5001842	No	Pearsall	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2011-02-01		0.00	Day
Chesapeake Energy	5001842	No	Pearsall	VSAT Terminal Standard	4013050000000			tracyp	120623	2011-02-01		0.00	Day
Chesapeake Energy	5001842	No	Pearsall	Space Segment 512/128	4013050000000			tracyp		2011-02-01		1150.00	Month
Chesapeake Energy	5001970	No	WIFI Trailer	Space Segment 512/512	4013050000000			tracyp		2011-03-09		90.00	Day
Chesapeake Energy	5001970	No	WIFI Trailer	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2011-03-09		0.00	
Chesapeake Energy	5001970	No	WIFI Trailer	VSAT Terminal Internet Only	4013050000000			tracyp		2011-03-09		0.00	
Cimarex	5000653	No	University Towers	VSAT Terminal Internet Only	4013050000000			tracyp	customer owned purchased 8/25/08 083187	2008-08-04		0.00	
Cimarex	5000653	No	University Towers	VSAT Dish, 1.2M Fixed	4043050000000			tracyp	customer owned purchased 8/25/08	2008-08-04		0.00	
Cimarex	5000653	No	University Towers	Space Segment 32/32	4013050000000			tracyp		2008-08-26		160.00	Month
Cimarex	5000726	No	P2-North Huntley	VSAT Terminal Internet Only	4013050000000			tracyp	053704 Customer owned modem VSAT-1023	2008-09-03		0.00	
Cimarex	5000726	No	P2-North Huntley	Space Segment 32/32	4013050000000			tracyp		2008-09-03		160.00	Month
Cimarex	5000735	No	Hobart Ranch	Space Segment 512/128	4013050000000			tracyp		2008-09-17		486.00	Month
Cimarex	5000735	No	Hobart Ranch	VSAT Dish, 1.2M Fixed	4043050000000			tracyp	customer owned	2008-09-17		0.00	
Cimarex	5000735	No	Hobart Ranch	VSAT Terminal Internet Only	4013050000000			tracyp	customer owned. 064705	2008-09-17		0.00	
Cimarex	5001075	No	XEC 1	VSAT Dish, .96M Auto-Acquire	4043050000000	CS-164-09	AFE: CS-164-09	tracyp		2009-10-06		20.00	Day
Cimarex	5001075	No	XEC 1	VSAT Terminal Standard	4013050000000	CS-164-09	AFE: CS-164-09	tracyp	Customer owned	2009-10-06		0.00	
Cimarex	5001075	No	XEC 1	Phone Number, Vendor Provided	4045050000050	CS-164-09	AFE: CS-164-09	tracyp	Voice 3032852379	2009-10-06		0.00	
Cimarex	5001075	No	XEC 1	Phone Number, Vendor Provided	4045050000050	CS-164-09	AFE: CS-164-09	tracyp	Fax 3032852363	2009-10-06		0.00	
Cimarex	5001075	No	XEC 1	Space Segment 512/128	4013050000000	CS-164-09	AFE: CS-164-09	tracyp		2009-10-06		23.00	Day
Cimarex	5001077	No	XEC 3	VSAT Dish, .96M Auto-Acquire	4043050000000	CS-166-09	AFE: CS-166-09	tracyp		2009-10-07		20.00	day
Cimarex	5001077	No	XEC 3	Phone Number, Vendor Provided	4045050000050	CS-166-09	AFE: CS-166-09	tracyp	Voice 3032855912	2009-10-07		0.00	
Cimarex	5001077	No	XEC 3	Phone Number, Vendor Provided	4045050000050	CS-166-09	AFE: CS-166-09	tracyp	FAX 3032855913	2009-10-07		0.00	
Cimarex	5001077	No	XEC 3	Space Segment 512/128	4013050000000	CS-166-09	AFE: CS-166-09	tracyp		2009-10-07		23.00	Day
Cimarex	5001077	No	XEC 3	VSAT Terminal Standard	4013050000000	CS-166-09	AFE: CS-166-09	tracyp	Customer owned	2009-10-07		0.00	
Cimarex	5001079	No	XEC 5	VSAT Dish, .96M Auto-Acquire	4043050000000	CS-168-09	AFE: CS-168-09	tracyp		2009-10-08		20.00	Day
Cimarex	5001079	No	XEC 5	Space Segment 512/128	4013050000000	CS-168-09	AFE: CS-168-09	tracyp		2009-10-08		23.00	Day
Cimarex	5001079	No	XEC 5	VSAT Terminal Standard	4013050000000	CS-168-09	AFE: CS-168-09	tracyp	customer owned	2009-10-08		0.00	
Cimarex	5001079	No	XEC 5	Phone Number, Vendor Provided	4045050000050	CS-168-09	AFE: CS-168-09	tracyp	voice 3032855918	2009-10-08		0.00	
Cimarex	5001079	No	XEC 5	Phone Number, Vendor Provided	4045050000050	CS-168-09	AFE: CS-168-09	tracyp	fax 3032855919	2009-10-08		0.00	
Cimarex	5001080	No	DC 10	VSAT Dish, .96M Auto-Acquire	4043050000000	CS-169-09	AFE: CS-169-09	tracyp		2009-10-08		20.00	day
Cimarex	5001080	No	DC 10	Phone Number, Vendor Provided	4045050000050	CS-169-09	AFE: CS-169-09	tracyp	Voice 3032852389	2009-10-08		0.00	
Cimarex	5001080	No	DC 10	Space Segment 512/128	4013050000000	CS-169-09	AFE: CS-169-09	tracyp		2009-10-08		40.00	Day
Cimarex	5001080	No	DC 10	VSAT Terminal Standard	4013050000000	CS-169-09	AFE: CS-169-09	tracyp	VSAT-1112	2009-10-08		0.00	
Cimarex	5001080	No	DC 10	Phone Number, Vendor Provided	4045050000050	CS-169-09	AFE: CS-169-09	tracyp	Fax 3032852360	2009-10-08		0.00	
Cimarex	5001081	No	P4 / ST265A	Phone Number, Vendor Provided	4045050000050	CS-170-09	AFE: CS-170-09	tracyp	Voice 3032855904	2009-10-13		0.00	
Cimarex	5001081	No	P4 / ST265A	Phone Number, Vendor Provided	4045050000050	CS-170-09	AFE: CS-170-09	tracyp	voice 3032855934	2009-10-13		0.00	
Cimarex	5001081	No	P4 / ST265A	VSAT Dish, 1.2M Fixed	4043050000000	CS-170-09	AFE: CS-170-09	tracyp	customer owned	2009-10-13		0.00	
Cimarex	5001081	No	P4 / ST265A	Space Segment 512/256	4013050000000	CS-170-09	AFE: CS-170-09	tracyp		2009-10-13		965.00	Month
Cimarex	5001081	No	P4 / ST265A	Phone Number, Vendor Provided	4045050000050	CS-170-09	AFE: CS-170-09	tracyp	voice 3032855932	2009-10-13		0.00	
Cimarex	5001081	No	P4 / ST265A	VSAT Terminal Standard	4013050000000	CS-170-09	AFE: CS-170-09	tracyp	customer owned VSAT-1011	2009-10-13		0.00	
Cimarex	5001081	No	P4 / ST265A	Phone Number, Vendor Provided	4045050000050	CS-170-09	AFE: CS-170-09	tracyp	fax 3032855905	2009-10-13		0.00	
Cimarex	5001082	No	DC 7	VSAT Dish, .96M Auto-Acquire	4043050000000	CS-163-09	AFE: CS-163-09	tracyp		2009-09-29		20.00	Day
Cimarex	5001082	No	DC 7	Phone Number, Vendor Provided	4045050000050	CS-163-09	AFE: CS-163-09	tracyp	fax 3032855929	2009-09-29		0.00	
Cimarex	5001082	No	DC 7	VSAT Terminal Standard	4013050000000	CS-163-09	AFE: CS-163-09	tracyp	VSAT-1085	2009-09-29		0.00	
Cimarex	5001082	No	DC 7	Phone Number, Vendor Provided	4045050000050	CS-163-09	AFE: CS-163-09	tracyp	voice 3032855946	2009-09-29		0.00	
Cimarex	5001082	No	DC 7	Space Segment 512/128	4013050000000	CS-163-09	AFE: CS-163-09	tracyp		2009-09-29		40.00	Day
Cimarex	5001083	No	DC 8	VSAT Dish, .96M Auto-Acquire	4043050000000	CS-162-09	AFE: CS-162-09	tracyp		2009-09-30		20.00	Day
Cimarex	5001083	No	DC 8	Phone Number, Vendor Provided	4045050000050	CS-162-09	AFE: CS-162-09	tracyp	fax 3032855924	2009-09-30		0.00	
Cimarex	5001083	No	DC 8	Phone Number, Vendor Provided	4045050000050	CS-162-09	AFE: CS-162-09	tracyp	voice 3032855925	2009-09-30		0.00	
Cimarex	5001083	No	DC 8	Space Segment 512/128	4013050000000	CS-162-09	AFE: CS-162-09	tracyp		2009-09-30		40.00	Day
Cimarex	5001083	No	DC 8	VSAT Terminal Standard	4013050000000	CS-162-09	AFE: CS-162-09	tracyp	VSAT-1087	2009-09-30		0.00	
Cimarex	5001084	No	DC 9	VSAT Dish, .96M Auto-Acquire	4043050000000	CS-161-09	AFE: CS-161-09	tracyp		2009-10-01		20.00	Day
Cimarex	5001084	No	DC 9	Space Segment 512/128	4013050000000	CS-161-09	AFE: CS-161-09	tracyp		2009-10-01		40.00	Day
Cimarex	5001084	No	DC 9	VSAT Terminal Standard	4013050000000	CS-161-09	AFE: CS-161-09	tracyp	VSAT-1089	2009-10-01		0.00	
Cimarex	5001084	No	DC 9	Phone Number, Vendor Provided	4045050000050	CS-161-09	AFE: CS-161-09	tracyp	voice 3032855946	2009-10-01		0.00	
Cimarex	5001084	No	DC 9	Phone Number, Vendor Provided	4045050000050	CS-161-09	AFE: CS-161-09	tracyp	fax 3032855929	2009-10-01		0.00	
Cimarex	5001087	No	DC 11	VSAT Dish, .96M Auto-Acquire	4043050000000		AFE: CS-174-09	tracyp		2009-09-11		20.00	Day
Cimarex	5001087	No	DC 11	Phone Number, Vendor Provided	4045050000050		AFE: CS-174-09	tracyp	voice 3032852371	2009-09-11		0.00	
Cimarex	5001087	No	DC 11	Phone Number, Vendor Provided	4045050000050		AFE: CS-174-09	tracyp	fax 3032852352	2009-09-11		0.00	
Cimarex	5001087	No	DC 11	VSAT Terminal Standard	4013050000000		AFE: CS-174-09	tracyp	VSAT-1096	2009-09-11		0.00	
Cimarex	5001087	No	DC 11	Space Segment 512/128	4013050000000		AFE: CS-174-09	tracyp		2009-09-11		40.00	Day
Cimarex	5001131	No	DC-12	VSAT Dish, .96M Auto-Acquire	4043050000000		AFE CS-193-09	tracyp		2009-10-28		20.00	Day
Cimarex	5001131	No	DC-12	Phone Number, Vendor Provided	4045050000050		AFE CS-193-09	tracyp	voice 3032852370	2009-10-28		0.00	
Cimarex	5001131	No	DC-12	Phone Number, Vendor Provided	4045050000050		AFE CS-193-09	tracyp	3032852350	2009-10-28		0.00	
Cimarex	5001131	No	DC-12	Space Segment 512/128	4013050000000		AFE CS-193-09	tracyp		2009-10-28		40.00	Day
Cimarex	5001131	No	DC-12	VSAT Terminal Standard	4013050000000		AFE CS-193-09	tracyp	VSAT-1067	2009-10-28		0.00	
Cimarex	5001176	No	DC 13	VSAT Dish, .96M Auto-Acquire	4043050000000		AFE CS-229-09	tracyp		2009-12-07		20.00	Day
Cimarex	5001176	No	DC 13	Phone Number, Vendor Provided	4045050000050		AFE CS-229-09	tracyp	fax 3032852353	2009-12-07		0.00	
Cimarex	5001176	No	DC 13	Space Segment 512/128	4013050000000		AFE CS-229-09	tracyp		2009-12-07		40.00	Day
Cimarex	5001176	No	DC 13	Phone Number, Vendor Provided	4045050000050		AFE CS-229-09	tracyp	voice 3032852372	2009-12-07		0.00	
Cimarex	5001176	No	DC 13	VSAT Terminal Standard	4013050000000		AFE CS-229-09	tracyp	VSAT-1206	2009-12-07		0.00	
Cimarex	5001177	No	DC 14	VSAT Dish, .96M Auto-Acquire	4043050000000		AFE CS-230-09	tracyp		2009-12-08		20.00	Day
Cimarex	5001177	No	DC 14	Phone Number, Vendor Provided	4045050000050		AFE CS-230-09	tracyp	voice 3032852373	2009-12-08		0.00	
Cimarex	5001177	No	DC 14	Phone Number, Vendor Provided	4045050000050		AFE CS-230-09	tracyp	fax 3032852354	2009-12-08		0.00	
Cimarex	5001177	No	DC 14	Space Segment 512/128	4013050000000		AFE CS-230-09	tracyp		2009-12-08		40.00	Day
Cimarex	5001177	No	DC 14	VSAT Terminal Standard	4013050000000		AFE CS-230-09	tracyp	VSAT-1033	2009-12-08		0.00	
Cimarex	5001224	No	DC 15	VSAT Dish, .96M Auto-Acquire	4043050000000		AFE CS-268-09	tracyp		2009-12-17		20.00	day
Cimarex	5001224	No	DC 15	Space Segment 512/128	4013050000000		AFE CS-268-09	tracyp		2009-12-17		40.00	Day
Cimarex	5001224	No	DC 15	VSAT Terminal Standard	4013050000000		AFE CS-268-09	tracyp	VSAT-1143	2009-12-17		0.00	
Cimarex	5001224	No	DC 15	Phone Number, Vendor Provided	4045050000050		AFE CS-268-09	tracyp	3032852374	2009-12-17		0.00	
Cimarex	5001224	No	DC 15	Phone Number, Vendor Provided	4045050000050		AFE CS-268-09	tracyp	3032852375	2009-12-17		0.00	
Cimarex	5001264	No	DC 17	VSAT Dish, .96M Auto-Acquire	4043050000000		AVE CS-012-10	tracyp		2010-01-27		20.00	day
Cimarex	5001264	No	DC 17	Phone Number, Vendor Provided	4045050000050		AVE CS-012-10	tracyp	fax 3032852358	2010-01-27		0.00	
Cimarex	5001264	No	DC 17	Space Segment 512/128	4013050000000		AVE CS-012-10	tracyp		2010-01-27		40.00	Day
Cimarex	5001264	No	DC 17	VSAT Terminal Standard	4013050000000		AVE CS-012-10	tracyp		2010-01-27		0.00	
Cimarex	5001264	No	DC 17	Phone Number, Vendor Provided	4045050000050		AVE CS-012-10	tracyp	voice 3032852376	2010-01-27		0.00	
Cimarex	5001322	No	DC 20	VSAT Dish, .96M Auto-Acquire	4043050000000		AFE CS-071-10	tracyp	DT960C0908B008	2010-03-23		20.00	Day
Cimarex	5001322	No	DC 20	Space Segment 512/128	4013050000000		AFE CS-071-10	tracyp		2010-03-23		40.00	Day
Cimarex	5001322	No	DC 20	Phone Number, Vendor Provided	4045050000050		AFE CS-071-10	tracyp	voice 3032852383	2010-03-23		0.00	
Cimarex	5001322	No	DC 20	Phone Number, Vendor Provided	4045050000050		AFE CS-071-10	tracyp	fax 3032852394	2010-03-23		0.00	
Cimarex	5001322	No	DC 20	VSAT Terminal Standard	4013050000000		AFE CS-071-10	tracyp	VSAT-1026	2010-03-23		0.00	
Cimarex	5001323	No	DC 21	VSAT Dish, .96M Auto-Acquire	4043050000000		AFE CS-072-10	tracyp		2010-03-23		20.00	Day
Cimarex	5001323	No	DC 21	Phone Number, Vendor Provided	4045050000050		AFE CS-072-10	tracyp	voice 3032852387	2010-03-23		0.00	
Cimarex	5001323	No	DC 21	Phone Number, Vendor Provided	4045050000050		AFE CS-072-10	tracyp	fax 3032852364	2010-03-23		0.00	
Cimarex	5001323	No	DC 21	Space Segment 512/128	4013050000000		AFE CS-072-10	tracyp		2010-03-23		40.00	Day
Cimarex	5001323	No	DC 21	VSAT Terminal Standard	4013050000000		AFE CS-072-10	tracyp		2010-03-23		0.00	
Cimarex	5001413	No	DC 22	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2010-06-16		20.00	day
Cimarex	5001413	No	DC 22	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032855900	2010-06-16		0.00	
Cimarex	5001413	No	DC 22	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032855901	2010-06-16		0.00	
Cimarex	5001413	No	DC 22	Space Segment 512/128	4013050000000			tracyp		2010-06-16		40.00	Day
Cimarex	5001413	No	DC 22	VSAT Terminal Standard	4013050000000			tracyp		2010-06-16		0.00	
Cimarex	5001487	No	DC 25	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2010-07-27		20.00	Day
Cimarex	5001487	No	DC 25	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032855908	2010-07-27		0.00	
Cimarex	5001487	No	DC 25	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032855909	2010-07-27		0.00	
Cimarex	5001487	No	DC 25	Space Segment 512/128	4013050000000			tracyp		2010-07-27		40.00	Day
Cimarex	5001487	No	DC 25	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1045	2010-07-27		0.00	
Cimarex	5001529	No	DC 28	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2010-07-20		20.00	Day
Cimarex	5001529	No	DC 28	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032852395	2010-07-20		0.00	
Cimarex	5001529	No	DC 28	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032852381	2010-07-20		0.00	
Cimarex	5001529	No	DC 28	Space Segment 512/128	4013050000000			tracyp		2010-07-20		40.00	Day
Cimarex	5001529	No	DC 28	VSAT Terminal Standard	4013050000000			tracyp		2010-07-20		0.00	
Cimarex	5001611	No	DC 19	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032852378	2010-06-24		0.00	
Cimarex	5001611	No	DC 19	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032852362	2010-06-24		0.00	
Cimarex	5001611	No	DC 19	Space Segment 512/128	4013050000000			tracyp		2010-06-24		40.00	Day
Cimarex	5001611	No	DC 19	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2010-06-24		20.00	Day
Cimarex	5001611	No	DC 19	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1060	2010-06-24		0.00	
Cimarex	5001630	No	DC 18	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2010-08-26		20.00	Day
Cimarex	5001630	No	DC 18	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032852377	2010-08-26		0.00	
Cimarex	5001630	No	DC 18	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032852359	2010-08-26		0.00	
Cimarex	5001630	No	DC 18	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1130	2010-08-26		0.00	
Cimarex	5001630	No	DC 18	Space Segment 512/128	4013050000000			tracyp		2010-08-26		40.00	Day
Cimarex	5001631	No	XEC 4	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2010-08-26		20.00	day
Cimarex	5001631	No	XEC 4	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032855914	2010-08-26		0.00	
Cimarex	5001631	No	XEC 4	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1222	2010-08-26		0.00	
Cimarex	5001631	No	XEC 4	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032855915	2010-08-26		0.00	
Cimarex	5001631	No	XEC 4	Space Segment 512/128	4013050000000			tracyp		2010-08-26		23.00	Day
Cimarex	5001694	No	DC 29	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2010-09-30		20.00	Day
Cimarex	5001694	No	DC 29	VSAT Terminal Standard	4013050000000			tracyp		2010-09-30		0.00	
Cimarex	5001694	No	DC 29	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032855917	2010-09-30		0.00	
Cimarex	5001694	No	DC 29	Space Segment 512/128	4013050000000			tracyp		2010-09-30		40.00	Day
Cimarex	5001694	No	DC 29	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032855938	2010-09-30		0.00	
Cimarex	5001759	No	DC 27	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032852396	2010-11-05		0.00	
Cimarex	5001759	No	DC 27	VSAT Dish, .96M Auto-Acquire	4043050000000			tracyp		2010-11-05		20.00	Day
Cimarex	5001759	No	DC 27	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1222	2010-11-05		0.00	
Cimarex	5001759	No	DC 27	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032852380	2010-11-05		0.00	
Cimarex	5001759	No	DC 27	Space Segment 512/128	4013050000000			tracyp		2010-11-05		40.00	Day
Cimarex	5001761	No	Tubb State	Space Segment 512/128	4013050000000			tracyp		2011-02-15		486.00	Month
Cimarex	5001761	No	Tubb State	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-02-15		0.00	
Cimarex	5001761	No	Tubb State	VSAT Terminal Standard	4013050000000			tracyp	Customer owned VSAT-1246	2011-02-15		0.00	
Cimarex	5001762	No	Barstow South	Space Segment 512/128	4013050000000			tracyp		2010-11-30		486.00	Month
Cimarex	5001762	No	Barstow South	VSAT Terminal Standard	4013050000000			tracyp	customer owned	2010-11-30		0.00	
Cimarex	5001762	No	Barstow South	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2010-11-30		0.00	
Cimarex	5001969	No	Triple Crown	Space Segment 512/128	4013050000000			tracyp		2011-03-02		40.00	Day
Cimarex	5001969	No	Triple Crown	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032855954	2011-03-02		0.00	
Cimarex	5001969	No	Triple Crown	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032855953	2011-03-02		0.00	
Cimarex	5001969	No	Triple Crown	VSAT Dish, 1.2M Fixed	4043050000000			tracyp		2011-03-02		0.00	
Cimarex	5001969	No	Triple Crown	VSAT Terminal Standard	4013050000000			tracyp	VSAT-1118	2011-03-02		0.00	
Cimarex	5001988	No	DC 16	Phone Number, Vendor Provided	4045050000050			tracyp	fax 3032852357	2011-05-12		0.00	
Cimarex	5001988	No	DC 16	Phone Number, Vendor Provided	4045050000050			tracyp	voice 3032852375	2011-05-12		0.00	
